452,1951,104,"Arkell, W. J.","The English Bathonian ammonites",1,"pp 1-46, pls 1-4","Ammonites",10,8,7,,,,,2
453,1951,104,"Wright, C. W. & Wright, E. V.","A survey of the fossil Cephalopoda of the Chalk of Great Britain: Primarily a nomenclatorial revision of Daniel Sharpe's ""Description of the fossil remains of Mollusca found in the Chalk of England, Part 1, Cephalopoda"" (1853-57)",,"pp 1-40, revised explanation of pls 1-27","Ammonites",5,4,2,,,,,6
454,1951,105,"Wright, J.","The British Carboniferous Crinoidea ",3,"pp 47-102, pls 13-31","Echinoderms",20,20,15,,,,,5
455,1951,105,"Trueman, A. & Weir, J.","The British Carboniferous non-marine Lamellibranchia",5,"pp 101-152, pls 15-19","Bivalves",10,8,7,,,,,3
456,1951,105,"Arkell, W. J.","The English Bathonian ammonites",2,"pp 47-72, pls 5-8","Ammonites",7.5,7,6,,,,,4
458,1952,106,"Wright, J.","The British Carboniferous Crinoidea ",4,"pp 103-148, pls 32-40","Echinoderms",10,10,8,,,,,4
459,1952,106,"Trueman, A. & Weir, J.","The British Carboniferous non-marine Lamellibranchia",6,"pp 153-170, pls 20-22","Bivalves",7.5,7,6,,,,,2
460,1952,106,"Arkell, W. J.","The English Bathonian ammonites",3,"pp 73-102, pls 9-11","Ammonites",7.5,7,6,,,,,1
461,1952,106,"Swinerton, H. H.","The Cretaceous belemnites",4,"pp 53-62, pls 14-15","belemnites",5.9,5,4,,,,,4
462,1954,107,"Wright, J.","The British Carboniferous Crinoidea ",5,"pp 149-190, pls 41-47, title page, index to volume 1","Echinoderms",10,8,7,,,,,6
463,1954,107,"Trueman, A. & Weir, J.","The British Carboniferous non-marine Lamellibranchia",7,"pp 171-206, pls 23-26","Bivalves",7.5,7,6,,,,,10
464,1954,107,"Donovan, D. T.","Synoptic supplement to T. Wright's ""Monograph on the Lias Ammonites of the British Islands"" (1878-86)",,"pp1-54","Ammonites",8.4,8,7,,,,,3
465,1954,107,"Arkell, W. J.","The English Bathonian ammonites",4,"pp 103-127, pls 12-15","Ammonites",7.5,7,6,,,,,2
466,1954,107,"Pettitt, N. F.","The Rhynchonellidae of the British Chalk",2,"pp 27-52, pl. 3","Brachiopods",7.5,7,6,,,,,1
467,1955,108,"Wright, J.","The British Carboniferous Crinoidea. Vol. 2 ",1,"pp 191-254, pls 48-63","Echinoderms",23.4,15,12,,,,,5
468,1955,108,"Arkell, W. J.","The English Bathonian ammonites",5,"pp 129-140, pls 16, 17","Ammonites",7.5,7,5,,,,,3
469,1955,108,"Swinerton, H. H.","The Lower Cretaceous Belemnites",5,"pp 63-86, pls 16-18, title page and index","belemnites",7,7,5,,,8,,7
471,1955,109,"Wright, J.","The British Carboniferous Crinoidea. Vol. 2 ",2,"pp 255-272, pls 64-67","Echinoderms",5,5,4,,,,,5
472,1955,109,"Trueman, A. & Weir, J.","The British Carboniferous non-marine Lamellibranchia",8,"pp 207-242, pls 27-29","Bivalves",5,5,4,,,,,6
474,1956,110,"Wright, J.","The British Carboniferous Crinoidea, Vol. 2 ",3,"pp 273-306, pls 68-75","Echinoderms",11,8,7,,,13,,5
475,1956,110,"Trueman, A. & Weir, J.","The British Carboniferous non-marine Lamellibranchia",9,"pp 243-271, pls 30-31","Bivalves",6,5,4,,,3,,6
476,1956,110,"Ager, D. V.","The Liasic Rhynchonellidae",1,"pp i-xxvi, 1-50, pls 1-4","Brachiopods",,5,4,,,,,5
478,1958,111,"Whittard, W. F.","The Ordovician Trilobites of the Shelve Inlier, West Shropshire",3,"pp 71-116, pls 10-15","Trilobites",9,7,6,,,32,,
479,1958,111,"Wright, J.","The British Carboniferous Crinoidea, Vol. 2 ",4,"pp 307-328, pls 76-81","Echinoderms",9,7,6,,,57,,
480,1958,111,"Howarth, M. K.","The Liassic Ammonites of the Family Amaltheidae.",1,"pp. i-xiv, 1-26. pls.1-4","Ammonites",,,,,,,"yes",
481,1958,111,"Arkell, W. J.","The English Bathonian Ammonites",7,"pp 163-208, pls 20-29","Ammonites",17,12,10,,,40,"yes",
482,1958,111,"Reid, R. E. H.","The Upper Cretaceous Hexactinellida of Great Britain and Northern Ireland",1,"pp 1-46","Sponges",3,2,1,,,43,"yes",
483,1959,112,"Ager, D. V.","The British Liassic Rhynchonellidae",2,"pp 51-84, pls 5-7","Brachiopods",11,7,5,,,50,,
484,1959,112,"Howarth, M. K.","The Liassic Ammonites of the Family Amaltheidae",2,"pp xv-xxxvii, 27-53, pls 5-10, title page and index","Ammonites",,8,6,,,8,,
485,1959,112,"Arkell, W. J.","The English Bathonian Ammonites",8,"pp I-viii, 209-264, pls 30-33, title page and index","Ammonites",11,7,5,,,50,,
486,1959,112,"Reid, R. E. H.","The Upper Cretaceous Hexactinellida of Great Britain and Northern Ireland",2,"pp xlvii-xlviii, 1-26, pls 1-4.","Sponges",9,6,5,,,53,,
487,1960,113,"Whittard, W. F.","The Ordovician Trilobites of the Shelve Inlier, West Shropshire",4,"pp 117-162, pls 16-21","Trilobites",14,10,8,,,43,"yes",
488,1960,113,"Wright, J.","The British Carboniferous Crinoidea, Vol. 2 ",5,"pp 329-347, pls A, B, title page and index","Echinoderms",6,4,3,,,59,"yes",
489,1960,113,"Weir, J.","The British Carboniferous non-marine Lamellibranchia",10,"pp 273-320, pls 32-33",,6,4,3,,,58,,
491,1961,114,"Whittard, W. F.","The Ordovician Trilobites of the Shelve Inlier, West Shropshire",5,"pp 163-196, pls 22-25","Trilobites",11,8,7,,,72,,
492,1961,,"Ramsbottom, W. H. C.","The British Ordovician Crinoidea",,"pp 1-37, pls 1-8, title page and index","Crinoids",10,9,8,,,50,,
493,1961,114,"Casey, R.","The Ammonoidea of the Lower Greensand. ",2,"pp 45-118, pls 11-25","Ammonites",25,20,18,,,26,,
494,1961,115,"Whittard, W. F.","The Ordovician Trilobites of the Shelve Inlier. West Shropshire",6,"pp 197-228, pls 26-33","Trilobites",11,8,7,,,62,,
495,1961,115,"Casey, R.","The Arnrnonoidea of the Lower Greensand",3,"pp 119-216, pls 26-35","Ammonites",22,15,12,,,22,,
496,1961,115,"Reid, R. E. H.","The Upper Cretaceous Hexactinellida of Great Britain and Northern Ireland",3,"pp 27-48, pls 5-11","Sponges",9,6,5,,,75,,
497,1962,116,"Whittington, H. B.","The Ordovician Trilobites of the Bala Area, Merioneth",1,"pp. 1-32. pls.1-8","Trilobites",,10,8,,,52,"yes",
498,1962,116,"Ager, D. V.","The British Liassic Rhynchonellidae",3,"pp. 85-136, pls. 8-11","Brachiopods",11,7,5,,,63,"yes",
499,1962,116,"Casey, R.","The Arnrnonoidea of the Lower Greensand",4,"pp. 217-288, pls. 36-42","Ammonites",20,8,7,,,45,"yes",
500,1962,116,"Savage, R. J. G. & Donovan, D. T.","The British Pleistocene Mammalia, ",,"Table of Contents and Index, ","Mammals",3,2,1,,,113,"yes",
501,1964,117,"Whittard, W. F.","The Ordovician Trilobites of the Shelve Inlier. West Shropshire",7,"pp 229-264, pls 34-45","Trilobites",11,10,8,,,50,,
502,1964,117,"Casey, R.","The Arnrnonoidea of the Lower Greensand",5,"pp 289-398, pls 43-66","Ammonites",28,25,20,,,22,,
503,1964,117,"Reid, R. E. H.","The Upper Cretaceous Hexactinellida of Great Britain and Northern Ireland. ",4,"pp xlix-cliv","Sponges",9,6,5,,,70,,
504,1965,118,"Whittington, H. B.","The Ordovician Trilobites of the Bala Area, Merioneth.",2,"pp 33-62, pls 9-18","Trilobites",,10,8,,,37,,
505,1965,118,"Owen, H. G.","The British Palaeozoic Asterozoa, Table of Contents, Supplement and Index",,"pp I-xii, 53, table of contents and index","Asteroids",6,2,1,,,10,,
506,1965,118,"Casey, R.","The Arnrnonoidea of the Lower Greensand.  ",6,"pp 399-546, pls 67-90","Ammonites",33,25,20,,,24,,
507,1965,118,"Pettitt, N. F.","The Rhynchonellidae of the British Chalk. Table of Contents and Index",,"pp vii-viii, 53; Table of Contents and Index","Brachiopods",2,2,1,,,75,,
508,1966,119,"Whittard, W. F.","The Ordovician Trilobites of the Shelve Inlier. West Shropshire. ",8,"pp 265-306, pls 46-50","Trilobites",14,8,7,,,61,,
509,1966,119,"Batten, R. L.","The Lower Carboniferous Gastropod Fauna from the Hotwells Limestone of Compton Martin , Somerset.",1,"pp 1-52, pls 1-5","Gastropods",14,8,7,,,66,,
510,1966,119,"Weir, J.","The British Carboniferous non-marine Lamellibranchia",11,"pp 321-372, pls 34-41","Bivalves",14,10,8,,,53,,
511,1966,120,"Rushton, A. W. A.","The Cambrian Trilobites of the Purley Shales of Warwickshire",,"pp 1-55, pls 1-6","Trilobites",11,8,7,,,50,,
512,1966,120,"Whittington, H. B.","The Ordovician Trilobites of the Bala Area, Merioneth.",3,"pp 63-92, pls 19-28","Trilobites",11,10,8,,,54,,
513,1966,120,"Batten, R. L.","The Lower Carboniferous Gastropod Fauna from the Hotwells Limestone of Compton Martin , Somerset.",2,"pp 53-109, pls 6-10 ","Gastropods",11,7,5,,,56,,
514,1966,120,"Casey, R.","The Arnrnonoidea of the Lower Greensand. ",7,"pp 547-582, pls 91-97","Ammonites",14,8,7,,,52,,
515,1967,121,"Bulman, O. M. B.","The British Dendroid Graptolites. ",4,"pp lxi-lxiv, 93-97, title page, contents and index","Graptolites",3,2,1,,,101,,
516,1967,121,"Whittard, W. F.","The Ordovician Trilobites of the Shelve Inlier. West Shropshire. ",9,"pp 307-352, contents, index, title page","Trilobites",11,7,5,,,50,,
517,1967,121,"Weir, J.","The British Carboniferous non-marine Lamellibranchia.",12,"pp 373-413, pls 42-47","Bivalves",9,7,5,,,50,,
518,1967,121,"Logan, A.","The Permian Bivalvia of Northern England",,"pp 1-72, pls 1-10","Bivalves",17,12,10,,,51,,
519,1967,121,"Ager, D. V.","The British Liassic Rhynchonellidae.",4,"pp 137-172, pls 12, 13","Brachiopods",14,10,8,,,52,,
520,1968,122,"Whittington, H. B.","The Ordovician Trilobites of the Bala Area, Merioneth.",4,"pp 93-138, pls 29-32, title page, contents, index","Trilobites",9,8,7,,,47,,
521,1968,122,"Temple, J. T.","The Lower Llandovery (Silurian) Brachiopods from Keisley, Westmorland",,"pp 1-58, pls 1-10","Brachiopods",14,10,8,,,45,,
522,1968,122,"Miles, R. S.","The Old Red Sandstone Antiarchs of Scotland: Family Bothriolepididae",,"pp 1-130, pls 1-40","Fishes",33,30,25,,,20,,
523,1968,122,"Weir, J.","The British Carboniferous non-marine Lamellibranchia.",13,"pp xxxv-lx, 415-449, pl. 48, title page, contents, index","Bivalves",6,5,4,,,53,,
524,1970,123,"Rickards, R. B.","The Llandovery (Silurian) Graptolites of the Howgill Fells, Northern England.",,"pp 1-108, pls 1-8","Graptolites",31,12,10,,,50,,
525,1970,123,"Bassett, M. G.","The Articulate Brachiopods from the Wenlock Series of the Welsh Borderland and South Wales.",1,"pp 1-26, pls 1-3","Brachiopods",11,7,5,,,47,,
526,1970,124,"Ingham, J. K.","The Upper Ordovician Trilobites from the Cautley and Dent districts of Westmorland and Yorkshire.",1,"pp 1-58, pls 1-9","Trilobites",20,15,12,,,47,,
527,1970,124,"Temple, J. T.","The Lower Llandovery Brachiopods and Trilobites from Ffridd Mathrafal, near Meifod, Montgomeryshire",,"pp 1-76, pls 1-19","Brachiopods",17,14,12,,,44,,
528,1970,124,"Lister, R. T. ","The Acritarchs and Chitinozoa from the Wenlock and Ludlow Series of the Ludlow and Millichope areas, Shropshire. ",1,"pp 1-100, pls 1-13","Acritarchs, Chitonozoa",14,12,10,,,46,,
529,1971,125,"Strachan, I. ","A synoptic supplement to ""A monograph of British graptolites by C. L. Elles and E. M. R. Wood""",,"pp1-130","Graptolites",17,8,7,,,52,,
530,1971,125,"Lane, P. D.","British Cheiruridae (Trilobita)",,"pp 1-95, pls 1-16","Trilobites",20,15,12,,,39,,
531,1971,125,"Dean, W. T. ","The Trilobites of the Chair of Kildare Limestone (Upper Ordovician) of eastern Ireland.",1,"pp 1-60, pls 1-25","Trilobites",17,15,12,,,42,,
532,1972,126,"Bassett, M. G.","The Articulate Brachiopods from the Wenlock Series of the Welsh Borderland and South Wales.",2,"pp 27-78, pls 4-17","Brachiopods",14,12,10,,,45,,
534,1972,126,"Black, M.","British Lower Cretaceous Coccoliths, Part I, Gault Clay.",,"pp 1-48, pls 1-16","Coccolithophorids",13,12,10,,,25,,
535,1973,127,"Owens, R. M.","British Ordovician and Silurian Proetidae (Trilobita)",,"pp 1-98, pls 1-15","Trilobites",20,15,12,,,11,,
536,1973,127,"Paul, C. R. C.","British Ordovician Cystoids. ",1,"pp 1-64, pls 1-11","Echinoderms",14,12,10,"This monograph on British Ordovician cystoids will appear in three parts. Part 1 describes 6 genera (2 new) and 23 species (8 new, 9 unnamed forms) of the Class Diploporita, and discusses their functional morphology and palaeoecology. Future parts will consider the Class Rhombifera. All diploporite specimens occur with shelly faunas in calcareous sediments of Ashgill age. None is preserved in situ and all lack ambulacral appendages. Diploporita were filter-feeders, attached directly to hard substrates and they respired through their dipores.","536.jpg",23,,
537,1973,127,"Black, M.","British Lower Cretaceous Coccoliths, Part II, Gault Clay.",,"pp 49-112, pls 17-33","Coccolithophorids",14,12,10,,,24,,
538,1974,128,"Ingham, J. K.","The Upper Ordovician Trilobites from the Cautley and Dent districts of Westmorland and Yorkshire.",2,"pp 59-87, pls 10-18","Trilobites",9,9,7,,,31,,
539,1974,128,"Dean, W. T. ","The Trilobites of the Chair of Kildare Limestone (Upper Ordovician) of eastern Ireland.",2,"pp 61-98, pls 26-44","Trilobites",12,10,8,,,24,,
540,1974,128,"Hutt, J. E.","The Llandovery graptolites of the English Lake District. ",1,"pp 1-56, pls 1-10","Graptolites",14,10,8,,,24,,
541,1974,128,"Bassett, M. G.","The Articulate Brachiopods from the Wenlock Series of the Welsh Borderland and South Wales.",3,"pp 79-122, pls 18-32","Brachiopods",14,10,8,,,27,,
544,1975,129,"Stinton, F. C.","Fish otoliths from the English Eocene. ",1,"pp 1-56, pls 1-3","Fishes",14,8,7,,,42,,
545,1977,130,"Mitchell, W. I.","The Ordovician Brachiopoda from Pomeroy, Co. Tyrone",,"pp 1-138, pls 1-28","Brachiopods",28,15,12,"The Desertcreat Group of Pomeroy, Northern Ireland, comprises the Bardahessiagh Formation (Caradoc), the Killey Bridge Formation (lower Ashgill) and the Tirnaskea Formation (upper Ashgill); and unexposed junction beds are placed between the Bardahessiagh and Killey Bridge formations on faunal grounds. In the systematic study of the brachiopods some 136 forms, including 16 new species and 3 new subspecies, are referred to 102 genera (6 new) and 5 subgenera (1 new). The Bardahessiagh and Killey Bridge Formations can be correlated accurately with horizons in Scotland and America; the Tirnaskea Formation contains the Hirnantia fauna and is conformably overlain by the graptolite-bearing Little River Group (Lower Silurian).","545.jpg",31,,
546,1977,130,"Ingham, J. K.","The Upper Ordovician Trilobites from the Cautley and Dent districts of Westmorland and Yorkshire.",3,"pp 89-121, pls 19-27","Trilobites",10,8,7,,,41,,
547,1977,130,"Bassett, M. G.","The Articulate Brachiopods from the Wenlock Series of the Welsh Borderland and South Wales.",4,"pp 123-176. Pls 33-47","Brachiopods",14,10,8,,,46,,
548,1977,130,"Stinton, F. C.","Fish otoliths from the English Eocene. ",2,"pp57-126, pls 4-8","Fishes",14,10,8,,,49,,
549,1978,131,"Cocks, L. R. M.","A review of British Lower Palaeozoic brachiopods, including a synoptic revision of Davidson's Monograph",,"pp 1-256","Brachiopods",32,15,12,,,22,,
550,1978,131,"Dean, W. T. ","The Trilobites of the Chair of Kildare Limestone (Upper Ordovician) of eastern Ireland.",3,"pp 99-129, pls 45-52, title page, contents, index","Trilobites",10,8,7,,,44,,
551,1978,131,"Hemmings, S. K.","The Old Red Sandstone antiarchs of Scotland: Pterichthyoides and Microbrachius",,"pp 1-64, pls 1-9","Fishes",16,12,10,,,44,,
552,1972,132,"Thomas, A. T.","British Wenlock Trilobites. Part 1",,"pp 1-56, pls 1-14","Trilobites",18,12,10,,,41,,
553,1978,132,"Duff, K. L. ","Bivalvia from the English Lower Oxford Clay (Middle Jurassic)",,"pp 1-137, pls 1-13","Bivalves",,12,10,,,24,,
554,1978,132,"Casey, R.","The Arnrnonoidea of the Lower Greensand. ",8,"pp 593-632, pls 98-100","Ammonites",11,8,7,,,32,,
555,1978,132,"Stinton, F. C.","Fish otoliths from the English Eocene. ",3,"pp 583-632, pls 9-12","Fishes",14,10,8,"Part 3 continues the systematic section describing 86 species of otoliths (62 new and 2 under open nomenclature) referable to 1 fossil and 46 extant genera representing 24 families from the Lophiidae to the Serranidae (in part) in the classification of Greenwood et al. (1966).","555.jpg",50,,
556,1980,133,"Siveter, D. J.","British Silurian Beyrichiacea (Ostracoda).",,"pp 1-76, pls 1-27","Ostracods",,15,12,,,39,,
557,1980,133,"Casey, R.","The Arnrnonoidea of the Lower Greensand.  ",9,"pp 633-666, pls 101-102","Ammonites",14,10,8,,,35,,
558,1980,133,"Stinton, F. C.","Fish otoliths from the English Eocene. ",4,"pp 191-258, pls 13-16","Fishes",14,10,8,"Part 4 continues the systematic section describing 87 species of otoliths (62 new and 8 under open nomenclature) referable to 41 extant genera representing 15 families, continuing the Serranidae to the Pomadasyidae (in part), in the classification of Greenwood et al. (1966).","558.jpg",25,,
559,1981,134,"Thomas, A. T.","British Wenlock Trilobites. ",2,"pp. 57-99, pls. 15-25","Trilobites",14,12,10,,,48,,
560,1981,134,"Wright, C. W. & Kennedy, W. J.","The Ammonoidea of the Plenus Marls and the Middle Chalk",,"pp. 1-148, pls. 1-32","Ammonites",42,25,20,,,22,,
561,1982,135,"Howells, Y.","Scottish Silurian Trilobites",,"pp. 1-76, pls. 1-15","Trilobites",22,12,10,,,46,,
562,1982,135,"Weaver, P. P. E.","Ostracoda from the British Lower Chalk and Plenus Marls",,"pp. 1-127, pls. 1-20","Ostracods",31,15,12,,,29,,
563,1984,136,"Paul, C. R. C.","British Ordovician Cystoids. ",2,"pp. 65-153, pls. 12-26","Echinoderms",23,12,10,"In part 2, 10 genera (1 new) and 24 species (7 new, 4 unnamed) of dichoporite Rhombifera, and a recently discovered new species of diploporite cystoid are described. Dichoporites occur from the Tremadoc to the Ashgill, but are only common in the Upper Ordovician. All dichoporites have well-developed stems, but while glyptocystitids were free-living as adults, hemicosmitids were attached, high-level suspension feeders with pinnate arms. Dichoporites have a fixed pattern of thecal plates. They passed sea water through their rhombs for respiratory gas exchange.","563.jpg",52,,
564,1984,136,"Harper, D. A. T.","Brachiopods from the Upper Ardmillan succession (Ordovician) of the Girvan district, Scotland. ",1,"pp. 1-78, pls. 1-11","Brachiopods",19,10,8,,,49,,
565,1984,136,"Stinton, F. C.","Fish otoliths from the English Eocene. ",5,"pp. 259-320, pls. 17-20","Fishes",12,8,7,"Part 5 continues the systematic section, describing 80 species of otoliths (58 new and 6 under open nomenclature) referable to 45 extant genera representing 20 families, continuing the Pomadasyidae to the Labridae, in the classification of Greenwood et al. (1966).","565.jpg",48,,
566,1984,137,"Kelley, S. R. A.","Bivalvia of the Spilsby Sandstone and Sandringham Sands (late Jurassic - early Cretaceous) of eastern England. Part 1",1,"pp. 1-100, pls 1-20","Bivalves",25,13,10,"In Part 1, the bivalves of Middle Volgian to Ryazanian age of the marine Spilsby Basin are described. Sections on the history of previous research, stratigraphy, localities, and preservation and preparation of the faunas are included. The systematic section includes descriptions of forms from the orders Nuculoida, Arcoida, Pterioida, Limoida, Ostreoida and Trigonoida. 60 taxa from 28 genera are described of which 1 genus and 9 species are new.","566.jpg",31,,
567,1984,137,"Wright, C. W. & Kennedy, W. J.","The Ammonoidea of the Lower Chalk. ",1,"pp. 1-126, pls. 1-40","Ammonites",40,15,12,"Part 1 includes an account of the history of stratigraphic subdivision of the English Chalk as a whole plus an account of the occurrence and preservation of the ammonites within the sequence. A zonation of the Lower Chalk is proposed, and details given of all those British fossil localities cited in the systematic section. Systematic descriptions of the representatives of the Phyllocerataceae, Tetragonitaceae, Desmocerataceae, Hoplitaceae (excluding Schloenbachiidae) and some of the Acanthocerataceae including Brancoceratidae, Lyelliceratidae, Forbesiceratidae and part of the Acanthoceratidae (Mantelliceras of the Mantelliceratinae) are given.","567.jpg",16,,
568,1986,138,"Donovan, S. K.","Pelmatozoan columnals from the Ordovician of the British Isles. ",1,"pp. 1-68, pls 1-6","Echinoderms",18,10,8,,,47,,
569,1986,138,"Jones, C. R.","Ordovician (Llandeilo and Caradoc) beyrichiocope Ostracoda from England and Wales. ",1,"pp. 1-76, pls. 1-22","Ostracods",25,13,10,"In Part 1, those ostracodes belonging to the suborder Palaeocopa are described. They are referred to 3 families (with 1 new subfamily), 21 genera (6 new and 2 new subgenera) and 34 named species (19 new), 10 other forms are described under open nomenclature.","569.jpg",49,,
570,1986,138,"Owens, R. M.","The Carboniferous trilobites of Britain. ",1,"pp. 1-26, pls. 1-7","Trilobites",13,8,7,"In Part 1, those British Carboniferous trilobites belonging to the families Aulacopleuridae and Brachymetopidae are described. The former is represented by four species of Namuropyge, and the latter by seven (three new) of Brachymetopus; additionally two species of the former and three of the latter are described under open nomenclature.","570.jpg",45,,
571,1987,139,"Jones, C. R.","Ordovician (Llandeilo and Caradoc) beyrichiocope Ostracoda from England and Wales. ",2,"pp. 77-114, pls. 23-30","Ostracods",15,10,8,"In Part 2, those ostracodes belonging to the suborders Binodicopa and Eridostraca are described. They are referred to 5 families, 16 genera (1 new) and 21 named species (16 new); 2 forms are described under open nomenclature. The stratigraphical distribution of Ordovician Beyrichiocopa from England and Wales is discussed.","571.jpg",47,,
572,1987,139,"Temple, J. T.","Early Llandovery brachiopods of Wales",,"pp. 1-137, pls. 1-15","Brachiopods",32,15,12,,,38,,
573,1987,139,"Wright, C. W. & Kennedy, W. J.","The Ammonoidea of the Lower Chalk. ",2,"pp. 127-218, pls. 41-55","Ammonites",29,15,12,,,36,,
574,1988,140,"Morris, S. F.","A review of British trilobites including a synoptic revision of Salter's monograph",,"pp. 1-316","Trilobites",35,10,8,"All trilobite species and species in comparative nomenclature described from Great Britain and Ireland are listed where possible in an appropriate modern genus together with a selected synonymy,- the type specimens, stratigraphic horizon and original or type locality are given. Salter's Monograph of the British trilobites is reviewed and revised determinations are presented for the plates, text-figures and nomenclatural acts within Salter's text. Lectotypes have been selected where appropriate. Comments are made on the validity of other lectotype selections. The generic name Bettonolithus (for Bettonia Whittard, 1956), the specific names Acadoparadoxides (Baltoparadoxides) quadrispinosus, Dipleura salteri, Ogyginus? sedgwicki and Stenopareia trippi, and the subspecific name Paradoxides davidis avalonensis are proposed as replacements.","574.jpg",55,,
575,1988,140,"Cox, B. M.","English Callovian (Middle Jurassic) perisphinctid ammonites. ",1,"pp. 1-54, pls. 1-23","Ammonites",20,15,12,"In Part 1, previous research, the stratigraphy of the English Callovian (in particular those horizons in which the perisphinctids are most abundant), and aspects of ammonite morphology and classification are discussed. In the Pseudoperisphinctinae (Homoeoplanulites, Indosphinctes, Choffatia and Binatisphinctes) and Perisphinctinae (Alligaticeras), 17 species-group taxa are described.","575,jpg",78,,
576,1989,141,"Kennedy, R. J.","Ordovician (Llanvirn) trilobites from South West Wales",,"pp. 1-55, pls. 1-14","Trilobites",20,12,10,"The Llanvirn trilobites of SW Wales are described and referred to 32 genera, 6 subgenera, 32 named species (2 new) and subspecies, and 20 forms under open nomenclature. A harpeid trilobite is recorded for the first time from the British Llanvirn, and ontogenetic stages of Barrandia homfrayi, previously unknown, are described. Llanvirn stratigraphy and trilobite distribution in SW Wales are outlined.","576.jpg",75,,
577,1989,141,"Hughes, R. A.","Llandeilo and Caradoc graptolites from the Builth and Shelve inliers",,"pp. 1-89, pls. 1-5","Graptolites",22,10,8,"Graptolites of the Glyptograptus teretiusculus, Nemagraptus gracilis and Diplograptus multidens Biozones (Ordovician) are described from the Builth-Llandrindod inlier, Powys, Wales, the Shelve inlier, the Pontesford area, and the northern part of the type Caradoc area of Shropshire, England. 31 species belonging to 14 genera are described, including Dicellograptus cambriensis sp. nov. and Climacograptus sheldoni sp. nov.; Dicellograptus geniculatus, Diplograptus? decoratus, Nemagraptus cf. subtilis and Pseudoclimacograptus angulatus sebyenvis are previously unrecorded from Britain. The faunas are shown to be significantly different from those previously described from these areas. Correlations are made with foreign successions and with the established chronostratigraphic scheme.","577.jpg",80,,
578,1989,141,"Smith, A. B. & Wright, C. W. ","British Cretaceous echinoids. Part 1. Introduction and Cidaroidea",1,"pp. 1-101, pls. 1-32","Echinoderms",34,15,12,"Part 1 commences with a review of the higher classification of cidaroids, and a new phylogeny and classification to generic level of Mesozoic to Recent members of the group is presented. In the Rhabdocidaridae and Cidaridae, 9 genera and 36 species are described; the new taxa include the tribe Poriocidarini, the subtribe Phyllacanthina, the genus Hirudocidaris and the subgenus Tylocidaris (Oedematocidaris).","578.jpg",29,,
579,1989,142,"Harper, D. A. T.","Brachiopods from the Upper Ardmillan succession (Ordovician) of the Girvan district, Scotland. ",2,"pp. 79-128, pls 12-22","Brachiopods",27,12,8,,,40,,
580,1989,142,"Donovan, S. K.","Pelmatozoan columnals from the Ordovician of the British Isles. ",2,"pp. 69-114, pls 7-13. ","Echinoderms",20,10,8,"In part 2, 8 genera (3 new) and 9 species (5 new) of crinoid, and 10 morphogenera (7 new) and 33 morphospecies (all new) of pelmatozoan columnal are described. Columnals with 2-, 3-, 4- and 6-fold symmetry form a distinctive component of the Ordovician fauna of the British Isles but are common only locally. Columnals with cyclic symmetry are particularly common, and range from Arenig to Ashgill.","580.jpg",89,,
581,1989,142,"Simms, M. J.","British Lower Jurassic crinoids",,"pp.  1-103, pls 1-15.","Echinoderms",35,15,12,"The crinoids of the British Lias are described, and intact material of most species is known. The fauna is dominated by the Isocrinida, with 20 species (3 new) in 7 genera (2 new); some isolated brachial plates attributed to the Paracomatulidae are described under open nomenclature. The Millericrinida are of restricted occurrence and diversity, with only 5 species (2 new) in 4 genera. A new late Triassic Seirocrinus (Isocrinida) species from the USSR is described, and other species not found in the British Lias are briefly discussed.","581.jpg",91,,
582,1990,143,"Ager, D. V.","British Liassic Terebratulida (Brachiopoda).",1,"pp. 1-39, pls 1-2.","Brachiopods",14,8,6,,,142,,
583,1990,143,"Smith, A. B. & Wright, C. W. ","Bntish Cretaceous echinoids. Part 2, Echinothoroida, Diadematoida and Stirodonta (I, Calycina)",2,"pp. 101-198, pls 33-72. ","Echinoderms",38,15,12,"Part 2 begins the description of the Euechinoidea. The classification of Echinothurioidea is revised. Four new subfamilies are recognized. The single Cretaceous species is described. In Acroechinoidea the classification of Diadematoida is revised. The single Cretaceous species is referred to the Recent genus Centrostephanus. In the Cohort Echinacea the phylogeny and classification of Calycina are revised; 3 genera and 20 species are described. New taxa include tribes Hyposaleniini and Goniophorini (in Hyposaleniinae) and Saleniini, Salenocidarini and Holosaleniini (in Saleniinae), genera Plesiosalenia, Leptosalenia and Holosalenia, subgenus Platysalenia and species Leptosalenia faringdonensis, Salenia (S.) wilmingtonensis, S. (S.) baylissi and Hyposalenia radians.","583.jpg",37,,
584,1990,144,"Doyle, P. ","The British Toarcian (Lower Jurassic) belemnites. ",1,"pp. 1-49, pls 1-17.","belemnites",32,12,10,,,118,,
585,1990,144,"Wright, C. W. & Kennedy, W. J.","The Ammonoidea of the Lower Chalk. ",3,"pp. 219-94, pls 56-86","Ammonites",38,15,12,"Part 3 continues the systematic descriptions of Acanthoceratinae (Calyoceras, Eucalyoceras and Thomelites) and Euomphaloceratinae (Lotzeites and Euomphaloceras).","585.jpg",27,,
